vehicle_id,seq,动作,订单,类型,到达,服务开始,服务结束,时间窗,等待(min),延误(min),乘车(min),超额(min),标记
2,1,取,35,乘客,12:11,12:11,12:14,12:11-13:11,0.0,0.0,—,—,—
2,2,取,27,货物,12:21,12:21,12:24,11:22-12:22,0.0,0.0,—,—,—
2,3,取,2,货物,12:31,12:31,12:34,11:51-12:51,0.0,0.0,—,—,—
2,4,送,35,乘客,12:57,12:57,13:00,12:27-14:27,0.0,0.0,42.5,29.8,—
2,5,送,2,货物,13:15,13:15,13:18,12:16-14:16,0.0,0.0,—,—,—
2,6,送,27,货物,13:42,13:42,13:45,11:34-13:34,0.0,8.4,—,—,⚠迟到
2,7,取,59,乘客,14:09,14:09,14:12,13:13-14:13,0.0,0.0,—,—,—
2,8,取,49,乘客,14:16,14:16,14:19,13:25-14:25,0.0,0.0,—,—,—
2,9,送,49,乘客,14:26,14:26,14:29,13:35-15:35,0.0,0.0,7.3,0.0,—
2,10,送,59,乘客,14:46,14:46,14:49,13:24-15:24,0.0,0.0,34.6,26.4,—
3,1,取,85,乘客,11:50,11:50,11:53,11:50-12:50,0.0,0.0,—,—,—
3,2,取,87,乘客,11:56,11:56,11:59,10:57-11:57,0.0,0.0,—,—,—
3,3,取,86,货物,12:04,12:04,12:07,11:05-12:05,0.0,0.0,—,—,—
3,4,送,85,乘客,12:21,12:21,12:24,12:09-14:09,0.0,0.0,27.2,11.2,—
3,5,送,87,乘客,12:44,12:44,12:47,11:16-13:16,0.0,0.0,44.2,28.1,—
3,6,送,86,货物,13:07,13:07,13:10,11:16-13:16,0.0,0.0,—,—,—
3,7,取,79,乘客,13:15,13:15,13:18,12:48-13:48,0.0,0.0,—,—,—
3,8,取,74,乘客,13:29,13:29,13:32,13:14-14:14,0.0,0.0,—,—,—
3,9,取,3,乘客,13:36,13:36,13:39,13:12-14:12,0.0,0.0,—,—,—
3,10,取,55,乘客,13:40,13:40,13:43,12:54-13:54,0.0,0.0,—,—,—
3,11,送,79,乘客,13:52,13:52,13:55,12:58-14:58,0.0,0.0,34.1,26.9,—
3,12,送,3,乘客,14:03,14:03,14:06,13:23-15:23,0.0,0.0,23.5,15.8,—
3,13,送,74,乘客,14:09,14:09,14:12,13:25-15:25,0.0,0.0,36.4,29.0,—
3,14,送,55,乘客,14:17,14:17,14:20,13:05-15:05,0.0,0.0,34.3,27.0,—
4,1,取,50,乘客,11:20,11:20,11:23,11:20-12:20,0.0,0.0,—,—,—
4,2,取,90,乘客,11:31,11:31,11:34,10:37-11:37,0.0,0.0,—,—,—
4,3,送,50,乘客,11:49,11:49,11:52,11:40-13:40,0.0,0.0,26.0,9.4,—
4,4,取,94,乘客,12:08,12:08,12:11,11:08-12:08,0.0,0.0,—,—,—
4,5,送,90,乘客,12:15,12:15,12:18,10:52-12:52,0.0,0.0,40.8,28.9,—
4,6,取,58,货物,12:26,12:26,12:29,11:46-12:46,0.0,0.0,—,—,—
4,7,取,99,货物,12:34,12:34,12:37,11:52-12:52,0.0,0.0,—,—,—
4,8,送,94,乘客,12:40,12:40,12:43,11:19-13:19,0.0,0.0,29.1,21.0,—
4,9,送,99,货物,12:48,12:48,12:51,12:03-14:03,0.0,0.0,—,—,—
4,10,送,58,货物,13:12,13:12,13:15,12:08-14:08,0.0,0.0,—,—,—
4,11,取,37,乘客,13:34,13:34,13:37,12:53-13:53,0.0,0.0,—,—,—
4,12,送,37,乘客,13:45,13:45,13:48,13:04-15:04,0.0,0.0,7.8,0.0,—
5,1,取,88,乘客,11:15,11:15,11:18,11:15-12:15,0.0,0.0,—,—,—
5,2,取,69,乘客,11:24,11:24,11:27,10:29-11:29,0.0,0.0,—,—,—
5,3,取,44,乘客,11:42,11:42,11:45,10:43-11:43,0.0,0.0,—,—,—
5,4,送,88,乘客,11:50,11:50,11:53,11:31-13:31,0.0,0.0,32.4,19.6,—
5,5,取,51,乘客,12:00,12:00,12:03,11:15-12:15,0.0,0.0,—,—,—
5,6,送,69,乘客,12:06,12:06,12:09,10:46-12:46,0.0,0.0,39.2,25.0,—
5,7,送,44,乘客,12:29,12:29,12:32,11:01-13:01,0.0,0.0,43.7,29.0,—
5,8,送,51,乘客,12:32,12:32,12:35,11:34-13:34,0.0,0.0,28.6,12.3,—
5,9,取,32,乘客,12:57,12:57,13:00,12:32-13:32,0.0,0.0,—,—,—
5,10,取,73,货物,13:06,13:06,13:09,12:11-13:11,0.0,0.0,—,—,—
5,11,送,73,货物,13:15,13:15,13:18,12:20-14:20,0.0,0.0,—,—,—
5,12,取,13,货物,13:22,13:22,13:25,12:34-13:34,0.0,0.0,—,—,—
5,13,送,32,乘客,13:39,13:39,13:42,12:50-14:50,0.0,0.0,39.0,23.5,—
5,14,送,13,货物,13:46,13:46,13:49,12:47-14:47,0.0,0.0,—,—,—
6,1,取,100,乘客,11:35,11:35,11:38,11:35-12:35,0.0,0.0,—,—,—
6,2,取,16,乘客,11:42,11:42,11:45,10:46-11:46,0.0,0.0,—,—,—
6,3,取,93,货物,11:50,11:55,11:58,11:55-12:55,5.1,0.0,—,—,—
6,4,送,100,乘客,12:07,12:07,12:10,11:46-13:46,0.0,0.0,28.8,20.6,—
6,5,送,16,乘客,12:27,12:27,12:30,11:02-13:02,0.0,0.0,42.0,29.3,—
6,6,送,93,货物,12:46,12:46,12:49,12:08-14:08,0.0,0.0,—,—,—
6,7,取,98,乘客,13:10,13:10,13:13,12:45-13:45,0.0,0.0,—,—,—
6,8,取,26,乘客,13:30,13:30,13:33,12:52-13:52,0.0,0.0,—,—,—
6,9,取,77,货物,13:45,13:45,13:48,13:10-14:10,0.0,0.0,—,—,—
6,10,送,98,乘客,13:54,13:54,13:57,13:03-15:03,0.0,0.0,40.9,26.0,—
6,11,送,77,货物,14:00,14:00,14:03,13:19-15:19,0.0,0.0,—,—,—
6,12,送,26,乘客,14:07,14:07,14:10,13:12-15:12,0.0,0.0,34.6,16.8,—
7,1,取,62,乘客,10:23,10:23,10:26,10:23-11:23,0.0,0.0,—,—,—
7,2,取,95,乘客,10:44,10:44,10:47,10:20-11:20,0.0,0.0,—,—,—
7,3,取,18,乘客,10:48,10:48,10:51,10:45-11:45,0.0,0.0,—,—,—
7,4,送,62,乘客,11:01,11:01,11:04,10:34-12:34,0.0,0.0,35.1,27.8,—
7,5,取,41,乘客,11:09,11:09,11:12,10:22-11:22,0.0,0.0,—,—,—
7,6,送,95,乘客,11:22,11:22,11:25,10:36-12:36,0.0,0.0,35.1,21.9,—
7,7,送,18,乘客,11:34,11:34,11:37,11:06-13:06,0.0,0.0,43.0,25.3,—
7,8,送,41,乘客,11:50,11:50,11:53,10:33-12:33,0.0,0.0,37.5,29.6,—
7,9,取,20,乘客,11:57,11:57,12:00,11:15-12:15,0.0,0.0,—,—,—
7,10,取,57,货物,12:15,12:15,12:18,11:16-12:16,0.0,0.0,—,—,—
7,11,送,20,乘客,12:31,12:31,12:34,11:26-13:26,0.0,0.0,31.7,23.6,—
7,12,送,57,货物,12:36,12:36,12:39,11:30-13:30,0.0,0.0,—,—,—
8,1,取,8,乘客,10:23,10:23,10:26,10:23-11:23,0.0,0.0,—,—,—
8,2,取,70,乘客,10:44,10:44,10:47,10:15-11:15,0.0,0.0,—,—,—
8,3,送,8,乘客,11:03,11:03,11:06,10:34-12:34,0.0,0.0,36.5,28.8,—
8,4,取,39,乘客,11:14,11:14,11:17,10:20-11:20,0.0,0.0,—,—,—
8,5,送,70,乘客,11:25,11:25,11:28,10:27-12:27,0.0,0.0,37.2,28.6,—
8,6,取,66,乘客,11:29,11:29,11:32,10:35-11:35,0.0,0.0,—,—,—
8,7,送,39,乘客,11:46,11:46,11:49,10:31-12:31,0.0,0.0,29.8,21.7,—
8,8,送,66,乘客,12:10,12:10,12:13,10:46-12:46,0.0,0.0,37.8,29.8,—
8,9,取,84,货物,12:16,12:16,12:19,11:28-12:28,0.0,0.0,—,—,—
8,10,送,84,货物,12:29,12:29,12:32,11:41-13:41,0.0,0.0,—,—,—
8,11,取,28,货物,12:36,12:38,12:41,12:38-13:38,2.0,0.0,—,—,—
8,12,送,28,货物,12:44,12:44,12:47,12:44-14:44,0.0,0.0,—,—,—
9,1,取,76,乘客,11:08,11:08,11:11,11:08-12:08,0.0,0.0,—,—,—
9,2,取,89,乘客,11:20,11:20,11:23,10:44-11:44,0.0,0.0,—,—,—
9,3,取,30,乘客,11:26,11:26,11:29,10:46-11:46,0.0,0.0,—,—,—
9,4,送,89,乘客,11:36,11:36,11:39,10:56-12:56,0.0,0.0,13.0,3.4,—
9,5,送,76,乘客,11:49,11:49,11:52,11:22-13:22,0.0,0.0,38.9,27.2,—
9,6,送,30,乘客,12:12,12:12,12:15,11:06-13:06,0.0,0.0,42.9,25.6,—
9,7,取,65,乘客,12:33,13:03,13:06,13:03-14:03,29.6,0.0,—,—,—
9,8,取,71,货物,13:14,13:14,13:17,12:25-13:25,0.0,0.0,—,—,—
9,9,送,65,乘客,13:20,13:20,13:23,13:13-15:13,0.0,0.0,14.0,6.7,—
9,10,送,71,货物,13:23,13:23,13:26,12:31-14:31,0.0,0.0,—,—,—
10,1,取,91,乘客,10:58,10:58,11:01,10:58-11:58,0.0,0.0,—,—,—
10,2,取,24,货物,11:08,11:08,11:11,10:11-11:11,0.0,0.0,—,—,—
10,3,取,43,货物,11:14,11:14,11:17,10:25-11:25,0.0,0.0,—,—,—
10,4,取,15,货物,11:25,11:25,11:28,10:27-11:27,0.0,0.0,—,—,—
10,5,送,91,乘客,11:33,11:33,11:36,11:09-13:09,0.0,0.0,32.5,24.0,—
10,6,取,46,货物,11:42,11:42,11:45,10:43-11:43,0.0,0.0,—,—,—
10,7,取,97,货物,11:51,11:51,11:54,11:05-12:05,0.0,0.0,—,—,—
10,8,取,61,货物,12:01,12:01,12:04,11:18-12:18,0.0,0.0,—,—,—
10,9,送,15,货物,12:07,12:07,12:10,10:36-12:36,0.0,0.0,—,—,—
10,10,送,24,货物,12:17,12:17,12:20,10:18-12:18,0.0,0.0,—,—,—
10,11,送,43,货物,12:32,12:32,12:35,10:41-12:41,0.0,0.0,—,—,—
10,12,送,46,货物,12:39,12:39,12:42,10:52-12:52,0.0,0.0,—,—,—
10,13,送,97,货物,12:48,12:48,12:51,11:13-13:13,0.0,0.0,—,—,—
10,14,送,61,货物,13:03,13:03,13:06,11:32-13:32,0.0,0.0,—,—,—
10,15,取,83,货物,13:09,13:10,13:13,13:10-14:10,0.5,0.0,—,—,—
10,16,送,83,货物,13:24,13:24,13:27,13:24-15:24,0.0,0.0,—,—,—
11,1,取,67,乘客,10:46,10:46,10:49,10:46-11:46,0.0,0.0,—,—,—
11,2,取,81,乘客,10:54,10:54,10:57,10:51-11:51,0.0,0.0,—,—,—
11,3,取,52,货物,11:02,11:02,11:05,10:15-11:15,0.0,0.0,—,—,—
11,4,取,48,货物,11:12,11:12,11:15,10:33-11:33,0.0,0.0,—,—,—
11,5,送,81,乘客,11:22,11:22,11:25,11:09-13:09,0.0,0.0,24.5,10.0,—
11,6,送,67,乘客,11:44,11:44,11:47,11:15-13:15,0.0,0.0,55.4,29.1,—
11,7,送,52,货物,12:16,12:16,12:19,10:26-12:26,0.0,0.0,—,—,—
11,8,送,48,货物,12:28,12:28,12:31,10:41-12:41,0.0,0.0,—,—,—
11,9,取,4,乘客,12:49,13:08,13:11,13:08-14:08,18.7,0.0,—,—,—
11,10,送,4,乘客,13:20,13:20,13:23,13:20-15:20,0.0,0.0,9.6,0.0,—
12,1,取,56,乘客,11:21,11:21,11:24,11:21-12:21,0.0,0.0,—,—,—
12,2,取,31,乘客,11:37,11:37,11:40,10:56-11:56,0.0,0.0,—,—,—
12,3,取,53,乘客,11:46,11:46,11:49,10:57-11:57,0.0,0.0,—,—,—
12,4,送,56,乘客,11:57,11:57,12:00,11:31-13:31,0.0,0.0,32.9,25.7,—
12,5,送,53,乘客,12:04,12:04,12:07,11:09-13:09,0.0,0.0,15.7,6.6,—
12,6,送,31,乘客,12:15,12:15,12:18,11:12-13:12,0.0,0.0,35.1,21.7,—
12,7,取,80,乘客,12:29,12:49,12:52,12:49-13:49,19.9,0.0,—,—,—
12,8,取,96,货物,13:03,13:03,13:06,12:41-13:41,0.0,0.0,—,—,—
12,9,送,80,乘客,13:21,13:21,13:24,13:04-15:04,0.0,0.0,29.3,16.8,—
12,10,送,96,货物,13:31,13:31,13:34,13:02-15:02,0.0,0.0,—,—,—
13,1,取,23,货物,10:14,10:14,10:17,10:14-11:14,0.0,0.0,—,—,—
13,2,取,7,货物,10:25,10:25,10:28,10:24-11:24,0.0,0.0,—,—,—
13,3,取,92,货物,10:35,10:35,10:38,10:35-11:35,0.2,0.0,—,—,—
13,4,取,11,货物,10:55,10:55,10:58,10:30-11:30,0.0,0.0,—,—,—
13,5,取,19,货物,11:19,11:19,11:22,10:46-11:46,0.0,0.0,—,—,—
13,6,取,1,货物,11:25,11:25,11:28,10:58-11:58,0.0,0.0,—,—,—
13,7,送,11,货物,11:35,11:35,11:38,10:48-12:48,0.0,0.0,—,—,—
13,8,送,23,货物,11:54,11:54,11:57,10:20-12:20,0.0,0.0,—,—,—
13,9,送,19,货物,12:08,12:08,12:11,10:57-12:57,0.0,0.0,—,—,—
13,10,送,1,货物,12:16,12:16,12:19,11:10-13:10,0.0,0.0,—,—,—
13,11,送,7,货物,12:35,12:35,12:38,10:32-12:32,0.0,2.7,—,—,⚠迟到
13,12,送,92,货物,12:39,12:39,12:42,10:51-12:51,0.0,0.0,—,—,—
14,1,取,6,货物,10:37,10:37,10:40,10:37-11:37,0.0,0.0,—,—,—
14,2,取,22,货物,11:00,11:00,11:03,10:41-11:41,0.0,0.0,—,—,—
14,3,取,47,货物,11:05,11:05,11:08,10:42-11:42,0.0,0.0,—,—,—
14,4,取,60,货物,11:14,11:14,11:17,10:45-11:45,0.0,0.0,—,—,—
14,5,取,82,货物,11:20,11:20,11:23,11:13-12:13,0.0,0.0,—,—,—
14,6,送,22,货物,11:23,11:23,11:26,10:49-12:49,0.0,0.0,—,—,—
14,7,送,60,货物,11:27,11:27,11:30,10:50-12:50,0.0,0.0,—,—,—
14,8,送,82,货物,11:30,11:30,11:33,11:16-13:16,0.0,0.0,—,—,—
14,9,送,47,货物,11:44,11:44,11:47,10:55-12:55,0.0,0.0,—,—,—
14,10,送,6,货物,12:00,12:00,12:03,10:50-12:50,0.0,0.0,—,—,—
